ID_ESTUDIOS,ESTATUS DE ESTUDIO,AÑO,ESTADOS,TITULO_ORIGINAL,TITULO_BUSQUEDA,EMPRESA,FUENTE,CONTRATO,EJEMPLARES,TOMOS,CARATULA,PDF,ESTADO_ARCHIVOS
1929,AMBOS,1979,HIDALGO,"ESTUDIO A NIVEL DE GRAN VISIÓN, PARA EL APROVECHAMIENTO Y CONTROL DEL RIO METZTITLÁN, EN EL ESTADO DE HIDALGO.
TOMO III","ESTUDIO A NIVEL DE GRAN VISIÓN, PARA EL APROVECHAMIENTO Y CONTROL DEL RIO METZTITLÁN, EN EL ESTADO DE HIDALGO.
TOMO III","AGROGEOLOGÍA, SOCIEDAD ANÓNIMA",SECRETARÍA DE AGRICULTURA Y RECURSOS HIDRÁULICOS (SARH),PI - 77 - 2,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/13 HIDALGO/PDF/1929_CC.pdf,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/13 HIDALGO/PDF/1929_EC.pdf,HIDALGO
1930,AMBOS,2006,HIDALGO,"ESTUDIO DE ACTUALIZACIÓN HIDROGEOLÓGICA DE LA UNIDAD GEOHIDROLÓGICA HUICHAPAN-TECOZAUTLA, EN ESTADO DE HIDALGO","ESTUDIO DE ACTUALIZACIÓN HIDROGEOLÓGICA DE LA UNIDAD GEOHIDROLÓGICA HUICHAPAN-TECOZAUTLA, EN ESTADO DE HIDALGO","SANX INGENIERÍA INTEGRAL Y DESARROLLO, SOCIEDAD ANÓNIMA DE CAPITAL VARIABLE",COMISIÓN NACIONAL DEL AGUA (CONAGUA),SGT-GN-HGO-06-GAS-049-RF-I3,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/13 HIDALGO/PDF/1930_CC.pdf,,HIDALGO
1931,FÍSICO,1998,HIDALGO,"ESTUDIO GEOHIDROLÓGICO PARA LA EVALUACIÓN DEL POTENCIAL HIDRÁULICO DE LA CUENCA DE ZIMAPÁN, ESTADO DE HIDALGO","ESTUDIO GEOHIDROLÓGICO PARA LA EVALUACIÓN DEL POTENCIAL HIDRÁULICO DE LA CUENCA DE ZIMAPÁN, ESTADO DE HIDALGO","MECÁNICA HIDRÁULICA DE PRECISIÓN, SOCIEDAD ANÓNIMA DE CAPITAL VARIABLE",COMISIÓN NACIONAL DEL AGUA (CONAGUA),,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/13 HIDALGO/PDF/1931_CC.pdf,,HIDALGO
1932,AMBOS,1990,QUINTANA ROO,"SÍNTESIS DE LAS CONDICIONES GEOHIDROLÓGICAS DEL ÁREA CANCÚN-TULUM, ESTADO DE QUINTANA ROO.","SÍNTESIS DE LAS CONDICIONES GEOHIDROLÓGICAS DEL ÁREA CANCÚN-TULUM, ESTADO DE QUINTANA ROO.",,COMISIÓN NACIONAL DEL AGUA (CONAGUA),,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/23 QUINTANA ROO/PDF/1932_CC.pdf,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/23 QUINTANA ROO/PDF/1932_EC.pdf,QUINTANA ROO
1933,AMBOS,1980,JALISCO,"ESTUDIO DE PROSPECCIÓN GEOHIDROLÓGICO Y GEOFÍSICA DE LA ZONA ""LOS ALTOS"" EN EL ESTADO DE JALISCO","ESTUDIO DE PROSPECCIÓN GEOHIDROLÓGICO Y GEOFÍSICA DE LA ZONA ""LOS ALTOS"" EN EL ESTADO DE JALISCO","CLARIÓN, SOCIEDAD ANÓNIMA",SECRETARÍA DE AGRICULTURA Y RECURSOS HIDRÁULICOS (SARH),GZA -J-80-01,1,2,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/14 JALISCO/PDF/1933_CC.pdf,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/14 JALISCO/PDF/1933_EC.pdf,JALISCO
1935,AMBOS,2010,DURANGO,"ESTUDIO DE ACTUALIZACIÓN GEOHIDROLÓGICA DE LOS ACUÍFEROS MADERO-VICTORIA Y VICENTE GUERRERO-POANAS, DURANGO.
TOMO 1: 1004 VICENTE GUERRERO-POANAS (2 TOMOS)
TOMO 2: 1005 MADERO-VICTORIA (2 TOMOS)","ESTUDIO DE ACTUALIZACIÓN GEOHIDROLÓGICA DE LOS ACUÍFEROS MADERO-VICTORIA Y VICENTE GUERRERO-POANAS, DURANGO.
TOMO 1: 1004 VICENTE GUERRERO-POANAS (2 TOMOS)
TOMO 2: 1005 MADERO-VICTORIA (2 TOMOS)",SANX INGENIERÍA INTEGRAL Y DESARROLLO SOCIEDAD ANÓNIMA DE CAPITAL VARIABLE (SIIDSA) ,COMISIÓN NACIONAL DEL AGUA (CONAGUA),SGT-PN-DGO-10-052-RF-LP,1,4,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/10 DURANGO/PDF/1935_CC.pdf,,DURANGO
1938,DIGITAL,2000,CIUDAD DE MÉXICO,"INTEGRACIÓN DE LOS ESTUDIOS DE RESISTIVIDAD ELÉCTRICA POR SEV, TENDIDOS DE REFRACCIÓN SÍSMICA Y GRAVIMETRÍA LEVANTADOS EN LA CUENCA DEL VALLE DE MÉXICO, DISTRITO FEDERAL","INTEGRACIÓN DE LOS ESTUDIOS DE RESISTIVIDAD ELÉCTRICA POR SEV, TENDIDOS DE REFRACCIÓN SÍSMICA Y GRAVIMETRÍA LEVANTADOS EN LA CUENCA DEL VALLE DE MÉXICO, DISTRITO FEDERAL, CIUDAD DE MÉXICO, ACUÍFERO 0901 ZONA METROPOLITANA DE LA CIUDAD DE MÉXICO",,COMISIÓN NACIONAL DEL AGUA (CONAGUA),,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/09 CIUDAD DE MÉXICO/PDF/1938_CC.pdf,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/09 CIUDAD DE MÉXICO/PDF/1938_EC.pdf,CIUDAD DE MÉXICO
1941,DIGITAL,1998,GUANAJUATO,"ESTUDIO HIDROGEOLÓGICO Y MODELO MATEMÁTICO DEL ACUÍFERO DEL VALLE DE PÉNJAMO-ABASOLO, GTO.","ESTUDIO HIDROGEOLÓGICO Y MODELO MATEMÁTICO DEL ACUÍFERO DEL VALLE DE PÉNJAMO-ABASOLO, GUANAJUATO","LESSER Y ASOCIADOS, SOCIEDAD ANÓNIMA DE CAPITAL VARIABLE",COMISIÓN ESTATAL DE AGUA Y SANEAMIENTO DE GUANAJUATO (CEASG),CEAS/APA/GTO/97-01,1,1,,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/11 GUANAJUATO/PDF/1941_EC.pdf,GUANAJUATO
1943,FÍSICO,2009,OAXACA,"REMEDIACIÓN DE MANTO FREÁTICO, EN LAS INSTALACIONES DEL EX-TALLER DE FERROCARRILES NACIONALES DE MÉXICO EN LIQUIDACIÓN EN OAXACA, OAXACA","REMEDIACIÓN DE MANTO FREÁTICO, EN LAS INSTALACIONES DEL EX-TALLER DE FERROCARRILES NACIONALES DE MÉXICO EN LIQUIDACIÓN EN OAXACA, OAXACA",CENTRO DE INVESTIGACIÓN Y DE ESTUDIOS AVANZADOS DEL INSTITUTO POLITÉCNICO NACIONAL (CINVESTAV),FERROCARRILES NACIONALES DE MÉXICO (FNM),,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/20 OAXACA/PDF/1943_CC.pdf,,OAXACA
1945,DIGITAL,2002,COAHUILA DE ZARAGOZA,"ESTUDIO DE ACTUALIZACIÓN CONTINUA DEL CONOCIMIENTO DEL ACUÍFERO PILOTO PRINCIPAL- REGIÓN LAGUNERA, COAH.-DGO.","ESTUDIO DE ACTUALIZACIÓN CONTINUA DEL CONOCIMIENTO DEL ACUÍFERO PILOTO PRINCIPAL- REGIÓN LAGUNERA, COAHUILA-DURANGO","MORO INGENIERÍA, SOCIEDAD CIVIL",COMISIÓN NACIONAL DEL AGUA (CONAGUA),SGT-GRCCN-02-030-CE-13,4,4,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/05 COAHUILA DE ZARAGOZA/PDF/1945_CC.pdf,,COAHUILA DE ZARAGOZA
1947,FÍSICO,2009,YUCATÁN,"REMEDIACIÓN PASIVA DEL SUBSUELO EN EL ÁREA DE PLATAFORMA DE LA ESTACIÓN DE COMBUSTIBLES DEL AEROPUERTO DE MÉRIDA, YUCATÁN","REMEDIACIÓN PASIVA DEL SUBSUELO EN EL ÁREA DE PLATAFORMA DE LA ESTACIÓN DE COMBUSTIBLES DEL AEROPUERTO DE MÉRIDA, YUCATÁN",UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO (UNAM),AEROPUERTOS Y SERVICIOS AUXILIARES COMBUSTIBLES,CONVENIO 001-09-ASA-UNAM,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/31 YUCATÁN/PDF/1947_CC.pdf,,YUCATÁN
1948,FÍSICO,2009,YUCATÁN,"INFORME ADICIONAL DE ACTIVIDADES AL ORGANISMO DE CUENCA DE LA PENÍNSULA DE YUCATÁN (REMEDIACIÓN DE SITIO AFECTADO)
DREAMS CANCÚN RESORT AND SPA
CAMERON DEL CARIBE, SOCIEDAD DE RESPONSABILIDAD LIMITADA DE CAPITAL VARIABLE","INFORME ADICIONAL DE ACTIVIDADES AL ORGANISMO DE CUENCA DE LA PENÍNSULA DE YUCATÁN (REMEDIACIÓN DE SITIO AFECTADO)
DREAMS CANCÚN RESORT AND SPA
CAMERON DEL CARIBE, SOCIEDAD DE RESPONSABILIDAD LIMITADA DE CAPITAL VARIABLE",ESTUDIO Y DIAGNÓSTICO DEL AMBIENTE VAN RUYMBEKE,COMISIÓN NACIONAL DEL AGUA (CONAGUA),,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/31 YUCATÁN/PDF/1948_CC.pdf,,YUCATÁN
1950,DIGITAL,2010,COAHUILA DE ZARAGOZA,ACTUALIZACIÓN GEOHIDROLÓGICA DEL ACUÍFERO GENERAL CEPEDA-SACEDA. COAH.,ACTUALIZACIÓN GEOHIDROLÓGICA DEL ACUÍFERO GENERAL CEPEDA-SACEDA. COAHUILA,INSTITUTO DEL AGUA DEL ESTADO DE NUEVO LEÓN CHECAR,COMISIÓN NACIONAL DEL AGUA (CONAGUA) CHECAR,,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/05 COAHUILA DE ZARAGOZA/PDF/1950_CC.pdf,,COAHUILA DE ZARAGOZA
1951,DIGITAL,2010,COAHUILA DE ZARAGOZA,"ESTUDIO GEOHIDROLÓGICO Y CÁLCULO DE LA DISPONIBILIDAD DE AGUA SUBTERRÁNEA DEL ACUÍFERO SANTA FE DEL PINO, COAH.","ESTUDIO GEOHIDROLÓGICO Y CÁLCULO DE LA DISPONIBILIDAD DE AGUA SUBTERRÁNEA DEL ACUÍFERO SANTA FE DEL PINO, COAHUILA",INSTITUTO DEL AGUA DEL ESTADO DE NUEVO LEÓN,COMISIÓN NACIONAL DEL AGUA (CONAGUA),,1,1,,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/05 COAHUILA DE ZARAGOZA/PDF/1951_EC.pdf,COAHUILA DE ZARAGOZA
1952,DIGITAL,2014,COAHUILA DE ZARAGOZA,"ESTUDIO GEOHIDROLÓGICO DEL ACUÍFERO CAÑÓN DEL DERRAMADERO (0502), EN EL ESTADO DE COAHUILA","ESTUDIO GEOHIDROLÓGICO DEL ACUÍFERO CAÑÓN DEL DERRAMADERO (0502), EN EL ESTADO DE COAHUILA",,COMISIÓN NACIONAL DEL AGUA (CONAGUA),SGT-OCRB-COA-14-EGAS-37-RF-LP,1,1,,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/05 COAHUILA DE ZARAGOZA/PDF/1952_EC.pdf,COAHUILA DE ZARAGOZA
1954,DIGITAL,1988,CHIHUAHUA,BOLETÍN PIEZOMÉTRICO DEL ESTADO DE CHIHUAHUA,BOLETÍN PIEZOMÉTRICO DEL ESTADO DE CHIHUAHUA,SECRETARÍA DE AGRICULTURA Y RECURSOS HIDRÁULICOS (SARH),SECRETARÍA DE AGRICULTURA Y RECURSOS HIDRÁULICOS (SARH),,1,1,,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/08 CHIHUAHUA/PDF/1954_EC.pdf,CHIHUAHUA
1957,DIGITAL,1991,DURANGO,HISTORIA PIEZOMÉTRICA DEL ESTADO DE DURANGO,HISTORIA PIEZOMÉTRICA DEL ESTADO DE DURANGO,,COMISIÓN NACIONAL DEL AGUA (CONAGUA),,1,1,,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/10 DURANGO/PDF/1957_EC.pdf,DURANGO
1958,FÍSICO,2010,GUERRERO,"ACTUALIZACIÓN HIDROGEOLÓGICA DE LOS ACUÍFEROS COYUQUILLA, MUNICIPIO DE PETATLÁN Y SAN LUIS MUNICIPIO DE TÉCPAN DE GALEANA, GUERRERO 
TOMO 1 Y 2 ACUÍFERO COYUQUILLA
TOMO 3 Y 4 ACUÍFERO SAN LUIS","ACTUALIZACIÓN HIDROGEOLÓGICA DE LOS ACUÍFEROS COYUQUILLA, MUNICIPIO DE PETATLÁN Y SAN LUIS MUNICIPIO DE TÉCPAN DE GALEANA, GUERRERO 
TOMO 1 Y 2 ACUÍFERO COYUQUILLA
TOMO 3 Y 4 ACUÍFERO SAN LUIS",GEOPSA SOCIEDAD ANÓNIMA DE CAPITAL VARIABLE,,SGT-OCPS-GRO-093-RF-13,1,4,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/12 GUERRERO/PDF/1958_CC.pdf,,GUERRERO
1959,DIGITAL,2001,OAXACA PUEBLA,"ESTUDIO GEOHIDROLÓGICO DE LOS ACUÍFEROS DE LA CAÑADA POBLANA-OAXAQUEÑA EN LOS ESTADOS DE PUEBLA Y OAXACA, Y SIERRA DE SAN ANDRÉS EN EL ESTADO DE VERACRUZ","ESTUDIO GEOHIDROLÓGICO DE LOS ACUÍFEROS DE LA CAÑADA POBLANA-OAXAQUEÑA EN LOS ESTADOS DE PUEBLA Y OAXACA, Y SIERRA DE SAN ANDRÉS EN EL ESTADO DE VERACRUZ","ARIEL CONSULTORES, SOCIEDAD ANÓNIMA",COMISIÓN NACIONAL DEL AGUA (CONAGUA),SGT-GRGC-VER-01-021-CE-I3,1,3,,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/21 PUEBLA/PDF/1959_EC.pdf,PUEBLA
1962,DIGITAL,1981,ZACATECAS,"ACTIVIDADES DE CARÁCTER GEOHIDROLÓGICO EN LAS ZONAS DE CHUPADEROS, VILLA HIDALGO Y LA BLANCA, EN EL ESTADO DE ZACATECAS","ACTIVIDADES DE CARÁCTER GEOHIDROLÓGICO EN LAS ZONAS DE CHUPADEROS, VILLA HIDALGO Y LA BLANCA, EN EL ESTADO DE ZACATECAS","INVESTIGACIÓN TECNOLÓGICA DEL SUBSUELO, SOCIEDAD ANÓNIMA",SECRETARÍA DE AGRICULTURA Y RECURSOS HIDRÁULICOS (SARH),GZA-81-99-GD,1,1,,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/32 ZACATECAS/PDF/1962_EC.pdf,ZACATECAS
1963,DIGITAL,1990,ZACATECAS,"HISTORIA PIEZOMÉTRICA DEL ESTADO DE ZACATECAS 
VALLES DE AGUANAVAL, LA BLANCA, LORETO Y VILLA HIDALGO","HISTORIA PIEZOMÉTRICA DEL ESTADO DE ZACATECAS 
VALLES DE AGUANAVAL, LA BLANCA, LORETO Y VILLA HIDALGO",,,,1,1,,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/32 ZACATECAS/PDF/1963_EC.pdf,ZACATECAS
1964,DIGITAL,1994,PUEBLA,"ESTUDIO GEOHIDROLÓGICO EN LA ZONA DE CACALOTEPEC, PUEBLA.","ESTUDIO GEOHIDROLÓGICO EN LA ZONA DE CACALOTEPEC, PUEBLA.","ARIEL CONSULTORES, SOCIEDAD ANÓNIMA",SISTEMA OPERADOR DE LOS SERVICIOS DE AGUA POTABLE Y ALCANTARILLADO EN EL MUNICIPIO DE PUEBLA (SOAPAP),SOAPAP-94-45S,1,TOMO I Y III,,,PUEBLA
1965,DIGITAL,1981,QUERÉTARO,"ESTUDIO GEOLÓGICO GEOHIDROLÓGICO DE LOS VALLES SAN JUAN DEL RÍO, Y ZONAS TEQUISQUIAPAN, AMAZCALA, COLÓN, EZEQUIEL MONTES","ESTUDIO GEOLÓGICO GEOHIDROLÓGICO DE LOS VALLES SAN JUAN DEL RÍO, Y ZONAS TEQUISQUIAPAN, AMAZCALA, COLÓN, EZEQUIEL MONTES",,SECRETARÍA DE AGRICULTURA Y RECURSOS HIDRÁULICOS (SARH),,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/22 QUERÉTARO/PDF/1965_CC.pdf,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/22 QUERÉTARO/PDF/1965_EC.pdf,QUERÉTARO
1968,DIGITAL,1994,PUEBLA,"ESTUDIO GEOHIDROLÓGICO DE LA ZONA DE SANTO TOMÁS CHAUTLA, PUEBLA","ESTUDIO GEOHIDROLÓGICO DE LA ZONA DE SANTO TOMÁS CHAUTLA, PUEBLA","ESTUDIOS Y PROYECTOS DE AGUA Y TIERRA RUBRISELVA, SOCIEDAD ANÓNIMA DE CAPITAL VARIABLE",SISTEMA OPERADOR DE LOS SERVICIOS DE AGUA POTABLE Y ALCANTARILLADO EN EL MUNICIPIO DE PUEBLA (SOAPAP),SOAPAP-94-40-S,1,1,,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/21 PUEBLA/PDF/1968_EC.pdf,PUEBLA
1972,DIGITAL,1998,GUANAJUATO,"SEGUIMIENTO AL ESTUDIO HIDROGEOLÓGICO Y MODELO MATEMÁTICO DEL ACUÍFERO DEL VALLE DE LOS APASEOS, GUANAJUATO","SEGUIMIENTO AL ESTUDIO HIDROGEOLÓGICO Y MODELO MATEMÁTICO DEL ACUÍFERO DEL VALLE DE LOS APASEOS, GUANAJUATO","INGENIERÍA GEOLÓGICA COMPUTARIZADA, SOCIEDAD ANÓNIMA DE CAPITAL VARIABLE",COMISIÓN ESTATAL DE AGUA Y SANEAMIENTO DE GUANAJUATO (CEASG),CEAS/APA/GTO/97-095,1,1,,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/11 GUANAJUATO/PDF/1972_EC.pdf,GUANAJUATO
1975,DIGITAL,2000,GUANAJUATO,"ESTUDIO DE PLANEACIÓN DEL USO SUSTENTABLE DEL ACUÍFERO DEL VALLE DE LEÓN, GTO.","ESTUDIO DE PLANEACIÓN DEL USO SUSTENTABLE DEL ACUÍFERO DEL VALLE DE LEÓN, GUANAJUATO","INTEGRACIÓN DE SERVICIOS DE INGENIERÍA, SOCIEDAD ANÓNIMA DE CAPITAL VARIABLE",COMISIÓN ESTATAL DE AGUA Y SANEAMIENTO DE GUANAJUATO (CEASG),CEASG/OD/EP/99/194,1,1,,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/11 GUANAJUATO/PDF/1975_EC.pdf,GUANAJUATO
1976,DIGITAL,1997,BAJA CALIFORNIA,CARACTERIZACIÓN GEOHIDROLÓGICA EN EL ÁREA DE LA EX-TERMINAL DE ALMACENAMIENTO Y DISTRIBUCIÓN PEMEX-MEXICALI,CARACTERIZACIÓN GEOHIDROLÓGICA EN EL ÁREA DE LA EX-TERMINAL DE ALMACENAMIENTO Y DISTRIBUCIÓN PEMEX-MEXICALI,,COMISIÓN FEDERAL DE ELECTRICIDAD (CFE),,1,1,,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/02 BAJA CALIFORNIA/PDF/1976_EC.pdf,BAJA CALIFORNIA
1978,FÍSICO,2001,HIDALGO,EVALUACIÓN DE RIESGO HIDROGEOLÓGICO POR METALES EN EL ACUÍFERO DE ZIMAPÁN-TASQUILLO,EVALUACIÓN DE RIESGO HIDROGEOLÓGICO POR METALES EN EL ACUÍFERO DE ZIMAPÁN-TASQUILLO,"INGENIERÍA DE EVALUACIÓN Y PROSPECCIÓN, SOCIEDAD ANÓNIMA DE CAPITAL VARIABLE (IEPSA)",COMISIÓN NACIONAL DEL AGUA (CONAGUA),,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/13 HIDALGO/PDF/1978_CC.pdf,,HIDALGO
1983,AMBOS,2010,COLIMA,"REACTIVACIÓN DE LA RED PIEZOMÉTRICA DE LOS ACUÍFEROS DE: LA CENTRAL-PEÑA BLANCA Y MINATITLÁN, EN EL ESTADO DE COLIMA","REACTIVACIÓN DE LA RED PIEZOMÉTRICA DE LOS ACUÍFEROS DE: LA CENTRAL-PEÑA BLANCA Y MINATITLÁN, EN EL ESTADO DE COLIMA, 0613 MINATITLÁN, 0610 LA CENTRAL-PEÑA BLANCA","GEOPSA, SOCIEDAD ANÓNIMA DE CAPITAL VARIABLE",COMISIÓN NACIONAL DEL AGUA (CONAGUA),,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/06 COLIMA/PDF/1983_CC.pdf,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/06 COLIMA/PDF/1983_EC.pdf,COLIMA
1984,FÍSICO,2010,NAYARIT,"REACTIVACIÓN DE REDES DE MONITOREO PIEZOMÉTRICO DE LOS ACUÍFEROS: ACAPONETA-CAÑAS Y SAN PEDRO-TUXPAN, EN EL ESTADO DE NAYARIT","REACTIVACIÓN DE REDES DE MONITOREO PIEZOMÉTRICO DE LOS ACUÍFEROS: ACAPONETA-CAÑAS Y SAN PEDRO-TUXPAN, EN EL ESTADO DE NAYARIT, 1801 VALLE ACAPONETA - CAÑAS, 1802 SAN PEDRO - TUXPAN","SANX INGENIERÍA INTEGRAL Y DESARROLLO, SOCIEDAD ANÓNIMA DE CAPITAL VARIABLE",COMISIÓN NACIONAL DEL AGUA (CONAGUA),,1,2,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/18 NAYARIT/PDF/1984_CC.pdf,,NAYARIT
1987,FÍSICO,2010,SINALOA,INSTRUMENTACIÓN DE LAS REDES DE MONITOREO PIEZOMÉTRICO DE LOS ACUÍFEROS LAGUNA AGUA GRANDE Y BALUARTE EN EL ESTADO DE SINALOA.,INSTRUMENTACIÓN DE LAS REDES DE MONITOREO PIEZOMÉTRICO DE LOS ACUÍFEROS LAGUNA AGUA GRANDE Y BALUARTE EN EL ESTADO DE SINALOA.,"GRUPO DAN SERVICIOS DE INGENIERÍA Y CONSTRUCCIONES, SOCIEDAD ANÓNIMA DE CAPITAL VARIABLE",COMISIÓN NACIONAL DEL AGUA (CONAGUA),SGT-PN-SIN-10-124-RF-LP,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/25 SINALOA/PDF/1987_CC.pdf,,SINALOA
1988,FÍSICO,2009,SINALOA,"INSTRUMENTACIÓN DE LA RED PIEZOMÉTRICA DEL ACUÍFERO DEL RÍO MOCORITO, SIN.
","INSTRUMENTACIÓN DE LA RED PIEZOMÉTRICA DEL ACUÍFERO DEL RÍO MOCORITO, SINALOA
",SABINFOSISTEM SOCIEDAD ANÓNIMA DE CAPITAL VARIABLE,COMISIÓN NACIONAL DEL AGUA (CONAGUA),SGT-PN-SIN-09-011-RF-I3,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/25 SINALOA/PDF/1988_CC.pdf,,SINALOA
1989,FÍSICO,2010,TAMAULIPAS VERACRUZ DE IGNACIO DE LA LLAVE,"ACTUALIZACIÓN DE MEDICIONES PIEZOMÉTRICA EN EL ACUÍFERO 3017 TAMPICO-MISANTLA EN EL ESTADO DE VERACRUZ
","ACTUALIZACIÓN DE MEDICIONES PIEZOMÉTRICA EN EL ACUÍFERO 3017 TAMPICO-MISANTLA EN EL ESTADO DE VERACRUZ
",CORIN Y ANAYA SOCIEDAD ANÓNIMA DE CAPITAL VARIABLE,COMISIÓN NACIONAL DEL AGUA (CONAGUA),SGT-OCGN-TAM-10-AS-035-RF-LP,1,2,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/28 TAMAULIPAS/PDF/1989_CC.pdf,,TAMAULIPAS
1991,DIGITAL,2008,VERACRUZ DE IGNACIO DE LA LLAVE,"ESTUDIO PARA LA INSTRUMENTACIÓN DE LA RED PIEZOMÉTRICA EN EL ACUÍFERO LOS NARANJOS, EN EL ESTADO DE VERACRUZ","ESTUDIO PARA LA INSTRUMENTACIÓN DE LA RED PIEZOMÉTRICA EN EL ACUÍFERO LOS NARANJOS, EN EL ESTADO DE VERACRUZ","CONSULTORÍA BETSCO, SOCIEDAD ANÓNIMA DE CAPITAL VARIABLE",COMISIÓN NACIONAL DEL AGUA (CONAGUA),SGT-OCGC-VER-08-053-RF-13.,1,1,,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/30 VERACRUZ DE IGNACIO DE LA LLAVE/PDF/1991_EC.pdf,VERACRUZ DE IGNACIO DE LA LLAVE
1993,DIGITAL,1995,CIUDAD DE MÉXICO,EL DRENAJE DEL VALLE DE MÉXICO,"EL DRENAJE DEL VALLE DE MÉXICO, DISTRITO FEDERAL, CIUDAD DE MÉXICO, ACUÍFERO 0901 ZONA METROPOLITANA DE LA CIUDAD DE MÉXICO",INSTITUTO POLITÉCNICO NACIONAL (IPN),COMISIÓN NACIONAL DEL AGUA (CONAGUA),OAVM-DT-MEX-10-442-RF-CC,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/09 CIUDAD DE MÉXICO/PDF/1993_CC.pdf,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/09 CIUDAD DE MÉXICO/PDF/1993_EC.pdf,CIUDAD DE MÉXICO
1994,FÍSICO,2006,HIDALGO,"ESTUDIO GEOHIDROLÓGICO EN EL MUNICIPIO DE TULANCINGO DE BRAVO, ESTADO DE HIDALGO
TOMO 1: SINOPSIS
TOMO 2: INFORME FINAL","ESTUDIO GEOHIDROLÓGICO EN EL MUNICIPIO DE TULANCINGO DE BRAVO, ESTADO DE HIDALGO
TOMO 1: SINOPSIS
TOMO 2: INFORME FINAL","LESSER Y ASOCIADOS, SOCIEDAD ANÓNIMA DE CAPITAL VARIABLE",COMISIÓN NACIONAL DEL AGUA (CONAGUA),CEAA-SROP-APAZU-10/2006,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/13 HIDALGO/PDF/1994_CC.pdf,,HIDALGO
